API Code,Time of Call,Date,Count,,,
A1,05-03-2025 18.21,05-03-2025,,,,
A1,05-03-2025 20.39,05-03-2025,,,,
A1,05-03-2025 21.13,05-03-2025,,,,
A1,05-03-2025 22.20,05-03-2025,,,,
A1,06-03-2025 0.10,06-03-2025,,,,
A1,06-03-2025 1.30,06-03-2025,,,,
A1,06-03-2025 2.37,06-03-2025,,,,
A1,06-03-2025 3.33,06-03-2025,,,,
A1,06-03-2025 4.15,06-03-2025,,,,
A1,06-03-2025 5.32,06-03-2025,,,,
A1,06-03-2025 6.12,06-03-2025,,,,
A1,06-03-2025 7.23,06-03-2025,,,,
A1,06-03-2025 8.35,06-03-2025,,,,
A1,06-03-2025 9.35,06-03-2025,,,,
A1,06-03-2025 10.51,06-03-2025,,,,
A1,06-03-2025 11.04,06-03-2025,,,,
A1,06-03-2025 11.31,06-03-2025,,,,
A1,06-03-2025 14.24,06-03-2025,,,,
A1,06-03-2025 16.02,06-03-2025,,,,
A1,06-03-2025 16.30,06-03-2025,,,,
A1,06-03-2025 18.24,06-03-2025,,,,
A1,06-03-2025 22.38,06-03-2025,,,,
A1,06-03-2025 23.03,06-03-2025,,,,
A1,07-03-2025 1.31,07-03-2025,,,,
A1,07-03-2025 1.43,07-03-2025,,,,
A1,07-03-2025 2.04,07-03-2025,,,,
A1,07-03-2025 7.57,07-03-2025,,,,
A1,07-03-2025 8.31,07-03-2025,,,,
A1,07-03-2025 10.34,07-03-2025,,,,
A1,07-03-2025 16.46,07-03-2025,,,,
A1,07-03-2025 16.57,07-03-2025,,,,
A1,07-03-2025 17.04,07-03-2025,,,,
A1,07-03-2025 18.17,07-03-2025,,,,
A1,07-03-2025 19.15,07-03-2025,,,,
A1,07-03-2025 19.25,07-03-2025,,,,
A1,07-03-2025 23.49,07-03-2025,,,,
A1,08-03-2025 1.59,08-03-2025,,,,
A1,08-03-2025 10.26,08-03-2025,,,,
A1,08-03-2025 11.42,08-03-2025,,,,
A1,08-03-2025 13.14,08-03-2025,,,,
A1,08-03-2025 14.09,08-03-2025,,,,
A1,08-03-2025 15.23,08-03-2025,,,,
A1,08-03-2025 16.29,08-03-2025,,,,
A1,08-03-2025 17.22,08-03-2025,,,,
A1,08-03-2025 17.56,08-03-2025,,,,
A1,08-03-2025 18.14,08-03-2025,,,,
A1,08-03-2025 18.49,08-03-2025,,,,
A1,08-03-2025 19.33,08-03-2025,,,,
A1,08-03-2025 22.01,08-03-2025,,,,
A1,08-03-2025 23.25,08-03-2025,,,,
A1,09-03-2025 6.14,09-03-2025,,,,
A1,09-03-2025 7.48,09-03-2025,,,,
A1,09-03-2025 10.21,09-03-2025,,,,
A1,09-03-2025 12.03,09-03-2025,,,,
A1,09-03-2025 14.41,09-03-2025,,,,
A1,09-03-2025 18.04,09-03-2025,,,,
A1,09-03-2025 18.17,09-03-2025,,,,
A1,09-03-2025 22.59,09-03-2025,,,,
A1,09-03-2025 23.41,09-03-2025,,,,
A1,10-03-2025 0.21,10-03-2025,,,,
A1,10-03-2025 1.38,10-03-2025,,,,
A1,10-03-2025 6.24,10-03-2025,,,,
A1,10-03-2025 8.00,10-03-2025,,,,
A1,10-03-2025 9.17,10-03-2025,,,,
A1,10-03-2025 11.26,10-03-2025,,,,
A1,10-03-2025 13.09,10-03-2025,,,,
A1,10-03-2025 13.32,10-03-2025,,,,
A1,10-03-2025 14.57,10-03-2025,,,,
A1,10-03-2025 15.17,10-03-2025,,,,
A1,10-03-2025 19.06,10-03-2025,,,,
A1,10-03-2025 20.13,10-03-2025,,,,
A1,10-03-2025 21.46,10-03-2025,,,,
A1,10-03-2025 21.58,10-03-2025,,,,
A1,10-03-2025 22.27,10-03-2025,,,,
A1,10-03-2025 23.07,10-03-2025,,,,
A1,10-03-2025 23.12,10-03-2025,,,,
A1,10-03-2025 23.18,10-03-2025,,,,
A1,11-03-2025 0.01,11-03-2025,,,,
A1,11-03-2025 0.59,11-03-2025,,,,
A1,11-03-2025 1.39,11-03-2025,,,,
A1,11-03-2025 4.49,11-03-2025,,,,
A1,11-03-2025 6.00,11-03-2025,,,,
A1,11-03-2025 7.53,11-03-2025,,,,
A1,11-03-2025 9.09,11-03-2025,,,,
A1,11-03-2025 11.54,11-03-2025,,,,
A1,11-03-2025 13.09,11-03-2025,,,,
A1,11-03-2025 13.15,11-03-2025,,,,
A1,11-03-2025 21.52,11-03-2025,,,,
A1,11-03-2025 23.52,11-03-2025,,,,
A1,12-03-2025 0.17,12-03-2025,,,,
A1,12-03-2025 3.10,12-03-2025,,,,
A1,12-03-2025 4.06,12-03-2025,,,,
A1,12-03-2025 8.33,12-03-2025,,,,
A1,12-03-2025 12.37,12-03-2025,,,,
A1,12-03-2025 17.34,12-03-2025,,,,
A1,12-03-2025 18.15,12-03-2025,,,,
A1,12-03-2025 18.51,12-03-2025,,,,
A1,13-03-2025 0.28,13-03-2025,,,,
A1,13-03-2025 2.45,13-03-2025,,,,
A1,13-03-2025 4.28,13-03-2025,,,,
A1,13-03-2025 7.44,13-03-2025,,,,
A1,13-03-2025 8.25,13-03-2025,,,,
A1,13-03-2025 8.41,13-03-2025,,,,
A1,13-03-2025 9.45,13-03-2025,,,,
A1,13-03-2025 10.43,13-03-2025,,,,
A1,13-03-2025 12.34,13-03-2025,,,,
A1,13-03-2025 13.12,13-03-2025,,,,
A1,13-03-2025 13.22,13-03-2025,,,,
A1,13-03-2025 15.01,13-03-2025,,,,
A1,13-03-2025 15.21,13-03-2025,,,,
A1,13-03-2025 16.38,13-03-2025,,,,
A1,13-03-2025 17.26,13-03-2025,,,,
A1,14-03-2025 8.16,14-03-2025,,,,
A1,14-03-2025 8.27,14-03-2025,,,,
A1,14-03-2025 10.33,14-03-2025,,,,
A1,14-03-2025 10.42,14-03-2025,,,,
A1,14-03-2025 12.04,14-03-2025,,,,
A1,14-03-2025 13.51,14-03-2025,,,,
A1,14-03-2025 23.50,14-03-2025,,,,
A1,15-03-2025 3.57,15-03-2025,,,,
A1,15-03-2025 6.32,15-03-2025,,,,
A1,15-03-2025 7.05,15-03-2025,,,,
A1,15-03-2025 7.18,15-03-2025,,,,
A1,15-03-2025 7.47,15-03-2025,,,,
A1,15-03-2025 9.05,15-03-2025,,,,
A1,15-03-2025 9.26,15-03-2025,,,,
A1,15-03-2025 9.34,15-03-2025,,,,
A1,15-03-2025 10.10,15-03-2025,,,,
A1,15-03-2025 13.20,15-03-2025,,,,
A1,15-03-2025 13.53,15-03-2025,,,,
A1,15-03-2025 14.28,15-03-2025,,,,
A1,15-03-2025 15.48,15-03-2025,,,,
A1,15-03-2025 16.23,15-03-2025,,,,
A1,15-03-2025 18.37,15-03-2025,,,,
A1,15-03-2025 19.16,15-03-2025,,,,
A1,15-03-2025 19.33,15-03-2025,,,,
A1,15-03-2025 19.56,15-03-2025,,,,
A1,16-03-2025 0.29,16-03-2025,,,,
A1,16-03-2025 4.06,16-03-2025,,,,
A1,16-03-2025 6.13,16-03-2025,,,,
A1,16-03-2025 7.38,16-03-2025,,,,
A1,16-03-2025 10.25,16-03-2025,,,,
A1,16-03-2025 10.32,16-03-2025,,,,
A1,16-03-2025 11.14,16-03-2025,,,,
A1,16-03-2025 11.34,16-03-2025,,,,
A1,16-03-2025 17.39,16-03-2025,,,,
A1,16-03-2025 18.53,16-03-2025,,,,
A1,16-03-2025 21.30,16-03-2025,,,,
A1,16-03-2025 21.54,16-03-2025,,,,
A1,17-03-2025 2.04,17-03-2025,,,,
A1,17-03-2025 2.34,17-03-2025,,,,
A1,17-03-2025 3.19,17-03-2025,,,,
A1,17-03-2025 4.07,17-03-2025,,,,
A1,17-03-2025 13.12,17-03-2025,,,,
A1,17-03-2025 13.23,17-03-2025,,,,
A1,17-03-2025 14.48,17-03-2025,,,,
A1,17-03-2025 15.08,17-03-2025,,,,
A1,17-03-2025 15.45,17-03-2025,,,,
A1,17-03-2025 15.50,17-03-2025,,,,
A1,17-03-2025 16.18,17-03-2025,,,,
A1,17-03-2025 16.46,17-03-2025,,,,
A1,17-03-2025 17.21,17-03-2025,,,,
A1,17-03-2025 17.52,17-03-2025,,,,
A1,17-03-2025 19.55,17-03-2025,,,,
A1,17-03-2025 20.11,17-03-2025,,,,
A1,17-03-2025 20.31,17-03-2025,,,,
A1,17-03-2025 21.30,17-03-2025,,,,
A1,17-03-2025 22.45,17-03-2025,,,,
A1,18-03-2025 0.42,18-03-2025,,,,
A1,18-03-2025 1.35,18-03-2025,,,,
A1,18-03-2025 4.14,18-03-2025,,,,
A1,18-03-2025 5.24,18-03-2025,,,,
A1,18-03-2025 5.57,18-03-2025,,,,
A1,18-03-2025 6.12,18-03-2025,,,,
A1,18-03-2025 7.20,18-03-2025,,,,
A1,18-03-2025 7.50,18-03-2025,,,,
A1,18-03-2025 9.06,18-03-2025,,,,
A1,18-03-2025 9.33,18-03-2025,,,,
A1,18-03-2025 11.58,18-03-2025,,,,
A1,18-03-2025 14.38,18-03-2025,,,,
A1,18-03-2025 14.42,18-03-2025,,,,
A1,18-03-2025 16.32,18-03-2025,,,,
A1,18-03-2025 17.55,18-03-2025,,,,
A1,18-03-2025 18.09,18-03-2025,,,,
A1,18-03-2025 18.49,18-03-2025,,,,
A1,18-03-2025 21.45,18-03-2025,,,,
A1,19-03-2025 1.05,19-03-2025,,,,
A1,19-03-2025 1.08,19-03-2025,,,,
A1,19-03-2025 5.31,19-03-2025,,,,
A1,19-03-2025 6.01,19-03-2025,,,,
A1,19-03-2025 7.04,19-03-2025,,,,
A1,19-03-2025 7.39,19-03-2025,,,,
A1,19-03-2025 10.28,19-03-2025,,,,
A1,19-03-2025 12.35,19-03-2025,,,,
A1,19-03-2025 19.02,19-03-2025,,,,
A1,19-03-2025 20.07,19-03-2025,,,,
A1,19-03-2025 20.59,19-03-2025,,,,
A1,20-03-2025 2.25,20-03-2025,,,,
A1,20-03-2025 3.40,20-03-2025,,,,
A1,20-03-2025 4.05,20-03-2025,,,,
A1,20-03-2025 4.11,20-03-2025,,,,
A1,20-03-2025 4.25,20-03-2025,,,,
A1,20-03-2025 6.16,20-03-2025,,,,
A1,20-03-2025 7.11,20-03-2025,,,,
A1,20-03-2025 7.31,20-03-2025,,,,
A1,20-03-2025 8.16,20-03-2025,,,,
A1,20-03-2025 8.42,20-03-2025,,,,
A1,20-03-2025 11.07,20-03-2025,,,,
A1,20-03-2025 11.44,20-03-2025,,,,
A1,20-03-2025 14.49,20-03-2025,,,,
A1,20-03-2025 15.04,20-03-2025,,,,
A1,20-03-2025 15.49,20-03-2025,,,,
A1,20-03-2025 16.54,20-03-2025,,,,
A1,20-03-2025 20.23,20-03-2025,,,,
A1,20-03-2025 21.33,20-03-2025,,,,
A1,21-03-2025 2.17,21-03-2025,,,,
A1,21-03-2025 4.21,21-03-2025,,,,
A1,21-03-2025 4.33,21-03-2025,,,,
A1,21-03-2025 4.52,21-03-2025,,,,
A1,21-03-2025 5.40,21-03-2025,,,,
A1,21-03-2025 7.52,21-03-2025,,,,
A1,21-03-2025 9.52,21-03-2025,,,,
A1,21-03-2025 10.39,21-03-2025,,,,
A1,21-03-2025 16.41,21-03-2025,,,,
A1,21-03-2025 17.07,21-03-2025,,,,
A1,21-03-2025 18.07,21-03-2025,,,,
A1,21-03-2025 18.39,21-03-2025,,,,
A1,21-03-2025 22.06,21-03-2025,,,,
A1,21-03-2025 22.36,21-03-2025,,,,
A1,22-03-2025 0.09,22-03-2025,,,,
A1,22-03-2025 1.44,22-03-2025,,,,
A1,22-03-2025 4.03,22-03-2025,,,,
A1,22-03-2025 7.05,22-03-2025,,,,
A1,22-03-2025 8.35,22-03-2025,,,,
A1,22-03-2025 9.37,22-03-2025,,,,
A1,22-03-2025 10.02,22-03-2025,,,,
A1,22-03-2025 12.18,22-03-2025,,,,
A1,22-03-2025 13.34,22-03-2025,,,,
A1,22-03-2025 13.49,22-03-2025,,,,
A1,22-03-2025 14.03,22-03-2025,,,,
A1,22-03-2025 15.54,22-03-2025,,,,
A1,22-03-2025 19.51,22-03-2025,,,,
A1,22-03-2025 20.22,22-03-2025,,,,
A1,22-03-2025 21.50,22-03-2025,,,,
A1,22-03-2025 22.29,22-03-2025,,,,
A1,22-03-2025 23.10,22-03-2025,,,,
A1,22-03-2025 23.58,22-03-2025,,,,
A1,23-03-2025 3.56,23-03-2025,,,,
A1,23-03-2025 5.47,23-03-2025,,,,
A1,23-03-2025 6.40,23-03-2025,,,,
A1,23-03-2025 9.16,23-03-2025,,,,
A1,23-03-2025 9.17,23-03-2025,,,,
A1,23-03-2025 10.17,23-03-2025,,,,
A1,23-03-2025 13.12,23-03-2025,,,,
A1,23-03-2025 18.55,23-03-2025,,,,
A1,23-03-2025 19.06,23-03-2025,,,,
A1,23-03-2025 19.10,23-03-2025,,,,
A1,23-03-2025 19.21,23-03-2025,,,,
A1,23-03-2025 19.28,23-03-2025,,,,
A1,23-03-2025 19.57,23-03-2025,,,,
A1,23-03-2025 21.19,23-03-2025,,,,
A1,23-03-2025 22.48,23-03-2025,,,,
A1,23-03-2025 23.48,23-03-2025,,,,
A1,24-03-2025 0.05,24-03-2025,,,,
A1,24-03-2025 0.54,24-03-2025,,,,
A1,24-03-2025 5.16,24-03-2025,,,,
A1,24-03-2025 5.20,24-03-2025,,,,
A1,24-03-2025 6.30,24-03-2025,,,,
A1,24-03-2025 8.56,24-03-2025,,,,
A1,24-03-2025 9.47,24-03-2025,,,,
A1,24-03-2025 10.20,24-03-2025,,,,
A1,24-03-2025 10.42,24-03-2025,,,,
A1,24-03-2025 11.53,24-03-2025,,,,
A1,24-03-2025 14.29,24-03-2025,,,,
A1,24-03-2025 15.11,24-03-2025,,,,
A1,24-03-2025 15.18,24-03-2025,,,,
A1,24-03-2025 19.40,24-03-2025,,,,
A1,24-03-2025 19.54,24-03-2025,,,,
A1,24-03-2025 20.03,24-03-2025,,,,
A1,24-03-2025 22.53,24-03-2025,,,,
A1,24-03-2025 23.12,24-03-2025,,,,
A1,24-03-2025 23.47,24-03-2025,,,,
A1,25-03-2025 0.48,25-03-2025,,,,
A1,25-03-2025 1.23,25-03-2025,,,,
A1,25-03-2025 3.28,25-03-2025,,,,
A1,25-03-2025 4.46,25-03-2025,,,,
A1,25-03-2025 8.08,25-03-2025,,,,
A1,25-03-2025 10.04,25-03-2025,,,,
A1,25-03-2025 11.24,25-03-2025,,,,
A1,25-03-2025 17.43,25-03-2025,,,,
A1,25-03-2025 21.57,25-03-2025,,,,
A1,25-03-2025 22.36,25-03-2025,,,,
A1,26-03-2025 2.08,26-03-2025,,,,
A1,26-03-2025 3.19,26-03-2025,,,,
A1,26-03-2025 4.52,26-03-2025,,,,
A1,26-03-2025 9.34,26-03-2025,,,,
A1,26-03-2025 10.39,26-03-2025,,,,
A1,26-03-2025 13.58,26-03-2025,,,,
A1,26-03-2025 15.48,26-03-2025,,,,
A1,26-03-2025 16.10,26-03-2025,,,,
A1,26-03-2025 16.21,26-03-2025,,,,
A1,26-03-2025 17.26,26-03-2025,,,,
A1,26-03-2025 18.50,26-03-2025,,,,
A1,26-03-2025 19.47,26-03-2025,,,,
A1,26-03-2025 20.58,26-03-2025,,,,
A1,26-03-2025 22.16,26-03-2025,,,,
A1,27-03-2025 3.38,27-03-2025,,,,
A1,27-03-2025 6.02,27-03-2025,,,,
A1,27-03-2025 6.29,27-03-2025,,,,
A1,27-03-2025 13.05,27-03-2025,,,,
A1,27-03-2025 14.32,27-03-2025,,,,
A1,27-03-2025 15.17,27-03-2025,,,,
A1,27-03-2025 19.53,27-03-2025,,,,
A1,27-03-2025 21.27,27-03-2025,,,,
A1,28-03-2025 2.32,28-03-2025,,,,
A1,28-03-2025 3.02,28-03-2025,,,,
A1,28-03-2025 3.15,28-03-2025,,,,
A1,28-03-2025 5.47,28-03-2025,,,,
A1,28-03-2025 5.56,28-03-2025,,,,
A1,28-03-2025 6.42,28-03-2025,,,,
A1,28-03-2025 7.57,28-03-2025,,,,
A1,28-03-2025 8.00,28-03-2025,,,,
A1,28-03-2025 11.27,28-03-2025,,,,
A1,28-03-2025 13.17,28-03-2025,,,,
A1,28-03-2025 14.50,28-03-2025,,,,
A1,28-03-2025 16.17,28-03-2025,,,,
A1,28-03-2025 18.56,28-03-2025,,,,
A1,28-03-2025 21.08,28-03-2025,,,,
A1,28-03-2025 22.12,28-03-2025,,,,
A1,28-03-2025 23.13,28-03-2025,,,,
A1,29-03-2025 2.09,29-03-2025,,,,
A1,29-03-2025 8.16,29-03-2025,,,,
A1,29-03-2025 8.38,29-03-2025,,,,
A1,29-03-2025 9.17,29-03-2025,,,,
A1,29-03-2025 13.26,29-03-2025,,,,
A1,29-03-2025 13.42,29-03-2025,,,,
A1,29-03-2025 16.00,29-03-2025,,,,
A1,29-03-2025 18.54,29-03-2025,,,,
A1,30-03-2025 0.50,30-03-2025,,,,
A1,30-03-2025 4.54,30-03-2025,,,,
A1,30-03-2025 6.31,30-03-2025,,,,
A1,30-03-2025 7.15,30-03-2025,,,,
A1,30-03-2025 7.36,30-03-2025,,,,
A1,30-03-2025 9.30,30-03-2025,,,,
A1,30-03-2025 12.17,30-03-2025,,,,
A1,30-03-2025 15.05,30-03-2025,,,,
A1,30-03-2025 15.46,30-03-2025,,,,
A1,30-03-2025 18.28,30-03-2025,,,,
A1,30-03-2025 18.53,30-03-2025,,,,
A1,30-03-2025 20.09,30-03-2025,,,,
A1,30-03-2025 20.51,30-03-2025,,,,
A1,30-03-2025 21.13,30-03-2025,,,,
A1,31-03-2025 1.21,31-03-2025,,,,
A1,31-03-2025 7.17,31-03-2025,,,,
A1,31-03-2025 9.06,31-03-2025,,,,
A1,31-03-2025 9.10,31-03-2025,,,,
A1,31-03-2025 10.09,31-03-2025,,,,
A1,31-03-2025 11.16,31-03-2025,,,,
A1,31-03-2025 12.15,31-03-2025,,,,
A1,31-03-2025 12.17,31-03-2025,,,,
A1,31-03-2025 12.54,31-03-2025,,,,
A1,31-03-2025 13.04,31-03-2025,,,,
A1,31-03-2025 13.21,31-03-2025,,,,
A1,31-03-2025 13.49,31-03-2025,,,,
A1,31-03-2025 16.47,31-03-2025,,,,
A1,31-03-2025 19.30,31-03-2025,,,,
A1,31-03-2025 21.24,31-03-2025,,,,
A1,01-04-2025 1.09,01-04-2025,,,,
A1,01-04-2025 1.26,01-04-2025,,,,
A1,01-04-2025 3.24,01-04-2025,,,,
A1,01-04-2025 3.35,01-04-2025,,,,
A1,01-04-2025 4.49,01-04-2025,,,,
A1,01-04-2025 6.26,01-04-2025,,,,
A1,01-04-2025 7.02,01-04-2025,,,,
A1,01-04-2025 7.20,01-04-2025,,,,
A1,01-04-2025 8.27,01-04-2025,,,,
A1,01-04-2025 9.22,01-04-2025,,,,
A1,01-04-2025 10.58,01-04-2025,,,,
A1,01-04-2025 11.42,01-04-2025,,,,
A1,01-04-2025 12.38,01-04-2025,,,,
A1,01-04-2025 14.53,01-04-2025,,,,
A1,01-04-2025 16.11,01-04-2025,,,,
A1,01-04-2025 18.58,01-04-2025,,,,
A1,01-04-2025 20.42,01-04-2025,,,,
A1,01-04-2025 21.28,01-04-2025,,,,
A1,02-04-2025 0.11,02-04-2025,,,,
A1,02-04-2025 2.02,02-04-2025,,,,
A1,02-04-2025 3.03,02-04-2025,,,,
A1,02-04-2025 3.43,02-04-2025,,,,
A1,02-04-2025 6.14,02-04-2025,,,,
A1,02-04-2025 6.15,02-04-2025,,,,
A1,02-04-2025 7.01,02-04-2025,,,,
A1,02-04-2025 13.17,02-04-2025,,,,
A1,02-04-2025 15.13,02-04-2025,,,,
A1,02-04-2025 16.07,02-04-2025,,,,
A1,02-04-2025 17.09,02-04-2025,,,,
A1,02-04-2025 18.15,02-04-2025,,,,
A1,02-04-2025 21.00,02-04-2025,,,,
A1,02-04-2025 21.10,02-04-2025,,,,
A1,02-04-2025 21.15,02-04-2025,,,,
A1,03-04-2025 0.39,03-04-2025,,,,
A1,03-04-2025 2.19,03-04-2025,,,,
A1,03-04-2025 3.33,03-04-2025,,,,
A1,03-04-2025 6.39,03-04-2025,,,,
A1,03-04-2025 7.27,03-04-2025,,,,
A1,03-04-2025 10.41,03-04-2025,,,,
A1,03-04-2025 12.46,03-04-2025,,,,
A1,03-04-2025 13.46,03-04-2025,,,,
A1,03-04-2025 16.55,03-04-2025,,,,
A1,03-04-2025 17.56,03-04-2025,,,,
A1,03-04-2025 19.08,03-04-2025,,,,
A1,03-04-2025 20.50,03-04-2025,,,,
A1,03-04-2025 22.37,03-04-2025,,,,
A1,04-04-2025 0.10,04-04-2025,,,,
A1,04-04-2025 0.48,04-04-2025,,,,
A1,04-04-2025 0.53,04-04-2025,,,,
A1,04-04-2025 1.08,04-04-2025,,,,
A1,04-04-2025 1.49,04-04-2025,,,,
A1,04-04-2025 4.42,04-04-2025,,,,
A1,04-04-2025 8.31,04-04-2025,,,,
A1,04-04-2025 8.56,04-04-2025,,,,
A1,04-04-2025 8.58,04-04-2025,,,,
A1,04-04-2025 9.04,04-04-2025,,,,
A1,04-04-2025 14.47,04-04-2025,,,,
A1,04-04-2025 15.17,04-04-2025,,,,
A1,04-04-2025 18.09,04-04-2025,,,,
A1,04-04-2025 20.17,04-04-2025,,,,
A1,04-04-2025 22.39,04-04-2025,,,,
A1,05-04-2025 0.27,05-04-2025,,,,
A1,05-04-2025 3.27,05-04-2025,,,,
A1,05-04-2025 4.45,05-04-2025,,,,
A1,05-04-2025 6.59,05-04-2025,,,,
A1,05-04-2025 7.39,05-04-2025,,,,
A1,05-04-2025 8.04,05-04-2025,,,,
A1,05-04-2025 8.33,05-04-2025,,,,
A1,05-04-2025 9.29,05-04-2025,,,,
A1,05-04-2025 13.16,05-04-2025,,,,
A1,05-04-2025 14.23,05-04-2025,,,,
A1,05-04-2025 14.58,05-04-2025,,,,
A1,05-04-2025 17.44,05-04-2025,,,,
A1,05-04-2025 18.43,05-04-2025,,,,
A1,05-04-2025 20.02,05-04-2025,,,,
A1,05-04-2025 20.08,05-04-2025,,,,
A1,05-04-2025 22.22,05-04-2025,,,,
A1,05-04-2025 22.48,05-04-2025,,,,
A1,06-04-2025 0.04,06-04-2025,,,,
A1,06-04-2025 0.42,06-04-2025,,,,
A1,06-04-2025 0.59,06-04-2025,,,,
A1,06-04-2025 3.24,06-04-2025,,,,
A1,06-04-2025 4.48,06-04-2025,,,,
A1,06-04-2025 5.24,06-04-2025,,,,
A1,06-04-2025 5.52,06-04-2025,,,,
A1,06-04-2025 7.29,06-04-2025,,,,
A1,06-04-2025 7.44,06-04-2025,,,,
A1,06-04-2025 9.23,06-04-2025,,,,
A1,06-04-2025 9.27,06-04-2025,,,,
A1,06-04-2025 9.42,06-04-2025,,,,
A1,06-04-2025 10.34,06-04-2025,,,,
A1,06-04-2025 11.38,06-04-2025,,,,
A1,06-04-2025 12.17,06-04-2025,,,,
A1,06-04-2025 12.43,06-04-2025,,,,
A1,06-04-2025 13.03,06-04-2025,,,,
A1,06-04-2025 13.33,06-04-2025,,,,
A1,06-04-2025 15.55,06-04-2025,,,,
A1,06-04-2025 18.19,06-04-2025,,,,
A1,06-04-2025 19.10,06-04-2025,,,,
A1,06-04-2025 20.58,06-04-2025,,,,
A1,06-04-2025 22.01,06-04-2025,,,,
A1,07-04-2025 1.58,07-04-2025,,,,
A1,07-04-2025 2.19,07-04-2025,,,,
A1,07-04-2025 3.26,07-04-2025,,,,
A1,07-04-2025 5.00,07-04-2025,,,,
A1,07-04-2025 6.38,07-04-2025,,,,
A1,07-04-2025 7.32,07-04-2025,,,,
A1,07-04-2025 8.10,07-04-2025,,,,
A1,07-04-2025 8.16,07-04-2025,,,,
A1,07-04-2025 8.53,07-04-2025,,,,
A1,07-04-2025 11.07,07-04-2025,,,,
A1,07-04-2025 11.42,07-04-2025,,,,
A1,07-04-2025 12.06,07-04-2025,,,,
A1,07-04-2025 15.53,07-04-2025,,,,
A1,07-04-2025 16.55,07-04-2025,,,,
A1,07-04-2025 17.07,07-04-2025,,,,
A1,07-04-2025 17.32,07-04-2025,,,,
A1,07-04-2025 18.01,07-04-2025,,,,
A1,07-04-2025 18.57,07-04-2025,,,,
A1,07-04-2025 21.41,07-04-2025,,,,
A1,07-04-2025 22.54,07-04-2025,,,,
A1,07-04-2025 23.00,07-04-2025,,,,
A1,08-04-2025 0.06,08-04-2025,,,,
A1,08-04-2025 0.20,08-04-2025,,,,
A1,08-04-2025 3.18,08-04-2025,,,,
A1,08-04-2025 3.45,08-04-2025,,,,
A1,08-04-2025 5.01,08-04-2025,,,,
A1,08-04-2025 5.54,08-04-2025,,,,
A1,08-04-2025 6.29,08-04-2025,,,,
A1,08-04-2025 6.58,08-04-2025,,,,
A1,08-04-2025 6.59,08-04-2025,,,,
A1,08-04-2025 10.01,08-04-2025,,,,
A1,08-04-2025 16.39,08-04-2025,,,,
A1,08-04-2025 17.57,08-04-2025,,,,
A1,08-04-2025 18.00,08-04-2025,,,,
A1,08-04-2025 18.51,08-04-2025,,,,
A1,08-04-2025 18.58,08-04-2025,,,,
A1,08-04-2025 19.46,08-04-2025,,,,
A1,08-04-2025 21.28,08-04-2025,,,,
A1,09-04-2025 0.58,09-04-2025,,,,
A1,09-04-2025 3.21,09-04-2025,,,,
A1,09-04-2025 8.14,09-04-2025,,,,
A1,09-04-2025 10.59,09-04-2025,,,,
A1,09-04-2025 13.34,09-04-2025,,,,
A1,09-04-2025 14.33,09-04-2025,,,,
A1,09-04-2025 15.58,09-04-2025,,,,
A1,09-04-2025 20.09,09-04-2025,,,,
A1,09-04-2025 20.26,09-04-2025,,,,
A1,09-04-2025 21.45,09-04-2025,,,,
A1,09-04-2025 23.46,09-04-2025,,,,
A1,10-04-2025 2.18,10-04-2025,,,,
A1,10-04-2025 5.15,10-04-2025,,,,
A1,10-04-2025 6.19,10-04-2025,,,,
A1,10-04-2025 8.30,10-04-2025,,,,
A1,10-04-2025 10.30,10-04-2025,,,,
A1,10-04-2025 11.18,10-04-2025,,,,
A1,10-04-2025 13.30,10-04-2025,,,,
A1,10-04-2025 16.38,10-04-2025,,,,
A1,10-04-2025 17.44,10-04-2025,,,,
A1,10-04-2025 18.21,10-04-2025,,,,
A1,10-04-2025 19.50,10-04-2025,,,,
A1,10-04-2025 23.16,10-04-2025,,,,
A1,11-04-2025 1.29,11-04-2025,,,,
A1,11-04-2025 2.35,11-04-2025,,,,
A1,11-04-2025 2.55,11-04-2025,,,,
A1,11-04-2025 7.30,11-04-2025,,,,
A1,11-04-2025 9.43,11-04-2025,,,,
A1,11-04-2025 10.29,11-04-2025,,,,
A1,11-04-2025 11.17,11-04-2025,,,,
A1,11-04-2025 12.30,11-04-2025,,,,
A1,11-04-2025 12.53,11-04-2025,,,,
A1,11-04-2025 13.34,11-04-2025,,,,
A1,11-04-2025 17.29,11-04-2025,,,,
A1,11-04-2025 18.31,11-04-2025,,,,
A1,11-04-2025 20.22,11-04-2025,,,,
A1,11-04-2025 20.56,11-04-2025,,,,
A1,11-04-2025 23.19,11-04-2025,,,,
A1,12-04-2025 2.06,12-04-2025,,,,
A1,12-04-2025 2.56,12-04-2025,,,,
A1,12-04-2025 3.33,12-04-2025,,,,
A1,12-04-2025 3.54,12-04-2025,,,,
A1,12-04-2025 4.20,12-04-2025,,,,
A1,12-04-2025 6.03,12-04-2025,,,,
A1,12-04-2025 7.46,12-04-2025,,,,
A1,12-04-2025 8.27,12-04-2025,,,,
A1,12-04-2025 8.34,12-04-2025,,,,
A1,12-04-2025 9.11,12-04-2025,,,,
A1,12-04-2025 10.26,12-04-2025,,,,
A1,12-04-2025 11.18,12-04-2025,,,,
A1,12-04-2025 14.07,12-04-2025,,,,
A1,12-04-2025 16.36,12-04-2025,,,,
A1,12-04-2025 17.01,12-04-2025,,,,
